********   ARAGON PHOTONICS LABS   ********

Component Analyzer
43588 Points
Smooth 10e-3 GHz
Mode Pol.: Lin 0
#Average 0
Lock Trace Off
Hold Trace None
12/5/2023 11:13:27 PM

Frequency(GHz),P(dBm)
191647.730727493,-36.5411694411775
191647.831289177,-36.5354850558031
191647.931850966,-36.5316988114194
191648.032412861,-36.5283836516138
191648.132974862,-36.521279737358
191648.233536968,-36.5085002189891
191648.334099179,-36.5089725585867
191648.434661496,-36.5018711524413
191648.535223919,-36.5023447468356
191648.635786447,-36.5056611622945
191648.736349081,-36.5056599075313
191648.83691182,-36.5028158316982
191648.937474664,-36.4995006709047
191649.038037615,-36.4985459534844
191649.138600671,-36.4919156314903
191649.239163832,-36.4961717075432
191649.339727099,-36.5032781331763
191649.440290471,-36.5056473598606
191649.540853949,-36.5151142278549
191649.641417532,-36.5146494169129
191649.741981221,-36.5198551901324
191649.842545016,-36.5302805381856
191649.943108916,-36.5435386669263
191650.043672922,-36.5468588452727
191650.144237033,-36.5568030676694
191650.24480125,-36.5629623006366
191650.345365572,-36.567228411689
191650.44593,-36.5748034070558
191650.546494533,-36.5866495310509
191650.647059172,-36.5989592094008
191650.747623916,-36.6098581426698
191650.848188766,-36.6250068712615
191650.948753721,-36.6302189122918
191651.049318782,-36.635428443511
191651.149883949,-36.6359045467628
191651.250449221,-36.6349561045356
191651.351014599,-36.632108268267
191651.451580082,-36.634002643252
191651.552145671,-36.6325743334303
191651.652711365,-36.6268987368628
191651.753277165,-36.6164696350626
191651.85384307,-36.6117349514185
191651.954409081,-36.5961063529701
191652.054975197,-36.5828444672027
191652.155541419,-36.5676932223849
191652.256107747,-36.548743183777
191652.35667418,-36.5321736603913
191652.457240718,-36.5193841053274
191652.557807362,-36.5028083030597
191652.658374112,-36.4904948481138
191652.758940967,-36.4762857587849
191652.859507928,-36.4639773195593
191652.960074994,-36.4483449328824
191653.060642166,-36.436037744913
191653.161209443,-36.4204078633384
191653.261776826,-36.4085717571989
191653.362344314,-36.3948362509541
191653.462911908,-36.3919946814451
191653.563479608,-36.3768383879339
191653.664047413,-36.3735169490565
191653.764615324,-36.3725710137969
191653.86518334,-36.3725622303944
191653.965751462,-36.3711427001061
191654.066319689,-36.364980945507
191654.166888022,-36.3611934397865
191654.26745646,-36.3597726545639
191654.368025004,-36.3569310840587
191654.468593653,-36.3545656181263
191654.569162408,-36.3583506145459
191654.669731269,-36.3578832933328
191654.770300235,-36.3597739093403
191654.870869306,-36.3621456490223
191654.971438483,-36.3564625080602
191655.072007766,-36.3522026616714
191655.172577154,-36.3455735846352
191655.273146648,-36.3432068636536
191655.373716248,-36.3384746762916
191655.474285952,-36.3266347961438
191655.574855763,-36.3181138458824
191655.675425679,-36.3105338116856
191655.7759957,-36.3024814363422
191655.876565827,-36.2887421512759
191655.97713606,-36.2712166100349
191656.077706398,-36.2536960848886
191656.178276842,-36.2347409672661
191656.278847391,-36.2124832236516
191656.379418046,-36.1850083919378
191656.479988806,-36.1660645547666
191656.580559672,-36.1419111574132
191656.681130644,-36.1201257354293
191656.781701721,-36.1002384584046
191656.882272903,-36.0803411394188
191656.982844191,-36.0576147858565
191657.083415585,-36.0362979241111
191657.183987084,-36.0149923511968
191657.284558689,-35.9936792454162
191657.385130399,-35.9714239609395
191657.485702215,-35.9510605500777
191657.586274136,-35.9321166716736
191657.686846163,-35.9174376732426
191657.787418296,-35.8965981457205
191657.887990534,-35.8800297728434
191657.988562877,-35.8696068691482
191658.089135326,-35.8644023182046
191658.189707881,-35.8558725475947
191658.290280541,-35.849715782217
191658.390853307,-35.8501831056666
191658.491426178,-35.8468666694012
191658.591999155,-35.8402350513594
191658.692572238,-35.8421219121938
191658.793145426,-35.8407036296117
191658.893718719,-35.8392753087165
191658.994292118,-35.840226267864
191659.094865623,-35.8454345842419
191659.195439233,-35.8492271274812
191659.296012949,-35.8558599997858
191659.39658677,-35.8572795369648
191659.497160697,-35.8672300993475
191659.59773473,-35.8762234281025
191659.698308868,-35.8752787431902
191659.798883111,-35.8776454745944
191659.89945746,-35.8738566966709
191660.000031915,-35.8700729377508
191660.100606475,-35.8624953812635
191660.201181141,-35.8610808632672
191660.301755912,-35.8582367698575
191660.402330789,-35.8473465406602
191660.502905771,-35.8426080574017
191660.603480859,-35.837870828721
191660.704056053,-35.8279202637585
191660.804631352,-35.8108644806595
191660.905206756,-35.7980773471061
191661.005782267,-35.7857550262139
191661.106357882,-35.7720257136659
191661.206933604,-35.7559146081051
191661.30750943,-35.7364983539477
191661.408085363,-35.726076691873
191661.508661401,-35.7123423530693
191661.609237544,-35.7023955415797
191661.709813793,-35.6929210724413
191661.810390148,-35.6815584843571
191661.910966608,-35.6682939740337
191662.011543174,-35.6574062365064
191662.112119845,-35.650770843179
191662.212696622,-35.6384610546037
191662.313273505,-35.6275670403458
191662.413850493,-35.6171528973647
191662.514427586,-35.6138364544184
191662.615004785,-35.604833066929
191662.71558209,-35.5934704703815
191662.8161595,-35.5910911852
191662.916737016,-35.5906238607925
191663.017314637,-35.5910886755966
191663.117892364,-35.5896628611624
191663.218470196,-35.5958146211042
191663.319048134,-35.5948611502857
191663.419626178,-35.5948624050957
191663.520204327,-35.6010116551268
191663.620782582,-35.6081193948222
191663.721360942,-35.6156957131538
191663.821939408,-35.6246953354441
191663.922517979,-35.6289589746158
191664.023096656,-35.6370088898461
191664.123675438,-35.6516929434235
191664.224254327,-35.6611598870546
191664.32483332,-35.6663744855601
191664.425412419,-35.6829479084103
191664.525991624,-35.6886335943392
191664.626570934,-35.6924186139604
191664.72715035,-35.6962086527005
191664.827729871,-35.6981042994289
191664.928309498,-35.6928934667694
191665.028889231,-35.6924211235817
191665.129469069,-35.6919425063368
191665.230049013,-35.6848423005425
191665.330629062,-35.6815220950431
191665.431209217,-35.6744193789989
191665.531789477,-35.6654159960441
191665.632369843,-35.665887084519
191665.732950314,-35.6611485937314
191665.833530891,-35.6464607768512
191665.934111574,-35.642199647944
191666.034692362,-35.6365101952829
191666.135273256,-35.6251501114889
191666.235854255,-35.6175700293007
191666.33643536,-35.6152070570657
191666.437016571,-35.6128415751386
191666.537597886,-35.6052602373539
191666.638179308,-35.6028947552294
191666.738760835,-35.6057325808789
191666.839342468,-35.6038406971199
191666.939924206,-35.6090502788972
191667.04050605,-35.603373372857
191667.141087999,-35.6033758824889
191667.241670054,-35.6000619487685
191667.342252215,-35.599593369653
191667.442834481,-35.602433705029
191667.543416852,-35.609069101122
191667.64399933,-35.6062212370323
191667.744581912,-35.6114345831448
191667.845164601,-35.6194819899331
191667.945747395,-35.627533160617
191668.046330294,-35.6284816119448
191668.146913299,-35.6280067588754
191668.24749641,-35.6360642030381
191668.348079626,-35.6441103533504
191668.448662948,-35.6431681762051
191668.549246375,-35.6436392647803
191668.649829908,-35.6408026948148
191668.750413546,-35.644119137023
191668.85099729,-35.6507532759617
191668.95158114,-35.656437708632
191669.052165095,-35.6573849049157
191669.152749156,-35.6550282074151
191669.253333322,-35.6517092559193
191669.353917594,-35.6536161965405
191669.454501971,-35.6498211372514
191669.555086454,-35.6431995462574
191669.655671043,-35.6337300915261
191669.756255737,-35.6266286273753
191669.856840537,-35.6171604261036
191669.957425442,-35.6091079999293
191670.058010453,-35.5982202569392
191670.158595569,-35.5925308023427
191670.259180791,-35.5877935634705
191670.359766119,-35.5825789615909
191670.460351552,-35.578316575575
191670.560937091,-35.566476613629
191670.661522735,-35.5641048567126
191670.762108485,-35.5603210877538
191670.86269434,-35.5598424700445
191670.963280301,-35.5588990373744
191671.063866368,-35.5560574461564
191671.16445254,-35.5551140134507
191671.265038817,-35.5517988235842
191671.365625201,-35.5579530951047
191671.466211689,-35.5645922579541
191671.566798284,-35.5754825135811
191671.667384984,-35.5835387063859
191671.767971789,-35.5911137715125
191671.868558701,-35.6005907583691
191671.969145717,-35.6086444399037
191672.06973284,-35.6209592507535
191672.170320067,-35.630907323903
191672.270907401,-35.6451102512922
191672.37149484,-35.6545872338307
191672.472082385,-35.6654724620884
191672.572670035,-35.6777910313735
191672.67325779,-35.6943594335011
191672.773845652,-35.7071478333378
191672.874433619,-35.7279848859972
191672.975021691,-35.7469250342486
191673.075609869,-35.7592448497219
191673.176198153,-35.7739226139273
191673.276786542,-35.7834020955643
191673.377375037,-35.7923979405422
191673.477963637,-35.8066146508124
191673.578552343,-35.8179784814028
191673.679141154,-35.8307668675054
191673.779730071,-35.8388192783031
191673.880319094,-35.851131555141
191673.980908222,-35.8582392794201
191674.081497456,-35.8639211922697
191674.182086795,-35.8634526140905
191674.28267624,-35.8696068691653
191674.383265791,-35.867716244415
191674.483855447,-35.866294197806
191674.584445209,-35.8667665403079
191674.685035076,-35.8653444936863
191674.785625049,-35.8667565020684
191674.886215127,-35.8653369650069
191674.986805311,-35.8710151131422
191675.087395601,-35.8714887104016
191675.187985996,-35.8705390063113
191675.288576497,-35.8695905569972
191675.389167103,-35.868171019975
191675.489757815,-35.8695893022107
191675.590348632,-35.8658080527272
191675.690939555,-35.8667489733644
191675.791530584,-35.8705452802315
191675.892121718,-35.8828562988086
191675.992712958,-35.8847519424158
191676.093304303,-35.895167316027
191676.193895754,-35.908425526095
191676.294487311,-35.9145873073834
191676.395078973,-35.9245303359562
191676.495670741,-35.9335324435692
191676.596262614,-35.9406326339115
191676.696854593,-35.9505844436184
191676.797446677,-35.9609998110541
191676.898038867,-35.9737906903215
191676.998631163,-35.9837312039939
191677.099223564,-36.0012517738246
191677.199816071,-36.0149873321158
191677.300408683,-36.0315556846354
191677.401001401,-36.0467157929671
191677.501594225,-36.059496623884
191677.602187154,-36.0718126403836
191677.702780188,-36.0869639595332
191677.803373329,-36.0983352898994
191677.903966574,-36.104968147122
191678.004559926,-36.1139652206374
191678.105153383,-36.1220226297493
191678.205746945,-36.1310197018205
191678.306340614,-36.1395481961602
191678.406934387,-36.1419149218127
191678.507528267,-36.1532824819231
191678.608122252,-36.1584920381226
191678.708716342,-36.1603876769111
191678.809310538,-36.1599165904678
191678.90990484,-36.1570737596501
191679.010499247,-36.1537661161637
191679.11109376,-36.1490276462286
191679.211688379,-36.1466634302803
191679.312283103,-36.1438205991113
191679.412877932,-36.1324492736571
191679.513472867,-36.1220301584266
191679.614067908,-36.1163369659952
191679.714663055,-36.1134978983478
191679.815258307,-36.108754407464
191679.915853664,-36.1035511227311
191680.016449127,-36.1044882769585
191680.117044696,-36.1030712525614
191680.21764037,-36.0954937122236
191680.31823615,-36.0912313455465
191680.418832036,-36.0917099609871
191680.519428027,-36.0869677239118
191680.620024123,-36.0874450845908
191680.720620326,-36.0855494444938
191680.821216633,-36.0898180853136
191680.921813047,-36.0959710728608
191681.022409566,-36.0921873216321
191681.12300619,-36.0945553031219
191681.223602921,-36.0955024957034
191681.324199756,-36.1035573966371
191681.424796698,-36.1045020795794
191681.525393745,-36.1030875647155
191681.625990897,-36.1078185080434
191681.726588155,-36.1068713155726
191681.827185519,-36.1030787812622
191681.927782988,-36.0992875015937
191682.028380563,-36.0988139053213
191682.128978244,-36.1002271654272
191682.22957603,-36.1035435940323
191682.330173922,-36.100695742543
191682.430771919,-36.1016466994321
191682.531370022,-36.095964798935
191682.63196823,-36.0803398847012
191682.732566544,-36.0789241147578
191682.833164964,-36.0737120450833
191682.933763489,-36.0765561329203
191683.03436212,-36.0708704667404
191683.134960856,-36.0651910741686
191683.235559698,-36.0609261967153
191683.336158646,-36.0481428563865
191683.436757699,-36.0334601091781
191683.537356858,-36.0268335214473
191683.637956122,-36.0197320819058
191683.738555492,-36.0064688661194
191683.839154968,-35.9917948967292
191683.939754549,-35.972842241887
191684.040354236,-35.9666917568802
191684.140954028,-35.9548468158223
191684.241553926,-35.9439565960712
191684.342153929,-35.9359004284993
191684.442754039,-35.9216925180546
191684.543354253,-35.9131665161286
191684.643954574,-35.8975315374201
191684.744554999,-35.8823801920193
191684.845155531,-35.871012603568
191684.945756168,-35.8624891073468
191685.046356911,-35.8553813833222
191685.146957759,-35.8515938594358
191685.247558713,-35.8501755769731
191685.348159772,-35.8473365024195
191685.448760937,-35.8492334014089
191685.549362208,-35.8497007248387
191685.649963584,-35.8534932679306
191685.750565066,-35.8501743221899
191685.851166654,-35.8520699663508
191685.951768347,-35.8549115503548
191686.052370145,-35.8563348518996
191686.15297205,-35.8610783537128
191686.253574059,-35.8667590116337
191686.354176175,-35.8767083183748
191686.454778396,-35.8866450764237
191686.555380723,-35.8918571550056
191686.655983155,-35.9008517365643
191686.756585693,-35.9098475721786
191686.857188336,-35.9150571401123
191686.957791085,-35.9212076279628
191687.05839394,-35.9278442603593
